enrollment_id,employee_id,plan_id,plan_name,plan_code,plan_category,accrual_frequency,effective_start,effective_end,enrolled_by,enrollment_date,enrollment_status,annual_entitlement,carryover_allowed,max_carryover_days
ENRV44DPZYW,EMP00188,PLN5847,Casual Leave,CL-PLAN-03,Unpaid,Monthly,2021-03-08,2024-03-07,EMP00025,2021-03-08,Active,20,Yes,5.0
ENRMNTILDI3,EMP00188,PLN5249,Annual Leave,AL-PLAN-01,Statutory,One-Time,2021-01-13,2022-01-13,EMP00027,2021-01-13,Active,25,No,15.0
ENRKJ38LQST,EMP00189,PLN9948,Unpaid Leave,UL-PLAN-07,Statutory,Per-Incident,2022-06-05,2023-06-05,EMP00030,2022-06-05,Inactive,20,Yes,0.0
ENRN7SXMAM6,EMP00189,PLN2915,Maternity Leave,ML-PLAN-04,Statutory,Monthly,2023-12-16,2024-12-15,EMP00003,2023-12-16,Terminated,21,Yes,5.0
ENRNAR7W13O,EMP00189,PLN6040,Compensatory Off,CO-PLAN-06,Paid,Per-Incident,2020-10-03,2022-10-03,EMP00028,2020-10-03,Inactive,10,Yes,0.0
ENRYEEKC281,EMP00190,PLN1508,Compensatory Off,CO-PLAN-06,Statutory,Monthly,2023-02-27,2026-02-26,EMP00012,2023-02-27,Active,10,Yes,15.0
ENR0LCHT6M9,EMP00190,PLN7886,Casual Leave,CL-PLAN-03,Statutory,Per-Incident,2022-11-21,2024-11-20,EMP00001,2022-11-21,Inactive,12,Yes,0.0
ENR4Y51JLI9,EMP00190,PLN6087,Paternity Leave,PL-PLAN-05,Unpaid,Annual,2020-08-15,2021-08-15,EMP00020,2020-08-15,Active,21,Yes,0.0
ENRAQ9XRPYV,EMP00191,PLN1675,Casual Leave,CL-PLAN-03,Statutory,Monthly,2023-09-25,2025-09-24,EMP00042,2023-09-25,Active,10,No,5.0
ENRT8XQDVXR,EMP00191,PLN7703,Maternity Leave,ML-PLAN-04,Statutory,Annual,2020-10-16,2023-10-16,EMP00031,2020-10-16,Pending,10,Yes,0.0
ENR5T0K13IO,EMP00191,PLN3210,Bereavement Leave,BL-PLAN-08,Paid,Per-Incident,2023-08-18,2025-08-17,EMP00027,2023-08-18,Pending,25,No,10.0
ENR0R4YHL4M,EMP00191,PLN1580,Compensatory Off,CO-PLAN-06,Statutory,Annual,2020-05-29,2021-05-29,EMP00024,2020-05-29,Active,21,Yes,15.0
ENR9MHOCI4R,EMP00192,PLN9700,Bereavement Leave,BL-PLAN-08,Statutory,One-Time,2022-10-20,2025-10-19,EMP00037,2022-10-20,Pending,15,Yes,5.0
ENR6RFQU90N,EMP00192,PLN2419,Sick Leave,SL-PLAN-02,Unpaid,Annual,2021-02-25,2024-02-25,EMP00036,2021-02-25,Pending,25,Yes,
ENRP6KFIXC5,EMP00192,PLN6128,Maternity Leave,ML-PLAN-04,Paid,One-Time,2023-03-24,2026-03-23,EMP00027,2023-03-24,Terminated,18,Yes,15.0
ENRSD4R5QT2,EMP00192,PLN3221,Unpaid Leave,UL-PLAN-07,Unpaid,One-Time,2022-08-21,2025-08-20,EMP00025,2022-08-21,Active,21,Yes,15.0
ENRPI9WARY4,EMP00193,,Unpaid Leave,UL-PLAN-07,Unpaid,Per-Incident,NOT-A-DATE,2026-11-20,EMP00007,2023-11-21,Terminated,15,Yes,15.0
ENRCIT0MZHL,EMP00193,,Sick Leave,SL-PLAN-02,Paid,Per-Incident,NOT-A-DATE,2024-10-23,EMP00049,2022-10-24,Pending,25,Yes,10.0
ENRONA5K1TJ,EMP00193,,Paternity Leave,PL-PLAN-05,Statutory,Per-Incident,NOT-A-DATE,2024-03-09,EMP00008,2022-03-10,Terminated,18,Yes,
ENR0Y4IVZW8,EMP00194,PLN8167,Casual Leave,CL-PLAN-03,Unpaid,Per-Incident,2020-09-21,2022-09-21,EMP00008,2020-09-21,Terminated,25,Yes,15.0
ENRVN0VYX15,EMP00194,PLN2396,Sick Leave,SL-PLAN-02,Unpaid,Annual,2020-08-30,2023-08-30,EMP00020,2020-08-30,Pending,25,No,
ENRCFQEYDQT,EMP00195,PLN4401,Unpaid Leave,UL-PLAN-07,Statutory,Per-Incident,2023-11-10,2025-11-09,EMP00030,2023-11-10,Terminated,10,Yes,
ENR1WYHEB1W,EMP00195,PLN4201,Annual Leave,AL-PLAN-01,Statutory,Per-Incident,2023-08-22,2024-08-21,EMP00034,2023-08-22,Active,30,No,
ENRV80PWK8N,EMP00195,PLN4234,Sick Leave,SL-PLAN-02,Unpaid,Annual,2022-03-12,2024-03-11,EMP00033,2022-03-12,Pending,20,No,0.0
ENRJ63B6MO7,EMP00195,PLN6295,Casual Leave,CL-PLAN-03,Statutory,Annual,2021-10-08,2023-10-08,EMP00044,2021-10-08,Active,20,Yes,10.0
ENRD05OWHP0,EMP00196,PLN9977,Unpaid Leave,UL-PLAN-07,Statutory,Monthly,2022-03-30,2023-03-30,EMP00030,2022-03-30,Active,30,Yes,0.0
ENRT3CC7Y8X,EMP00196,PLN3461,Maternity Leave,ML-PLAN-04,Statutory,Monthly,2021-02-10,2022-02-10,EMP00005,2021-02-10,Terminated,18,Yes,0.0
ENRYT76OHLA,EMP00197,PLN8142,Sick Leave,SL-PLAN-02,Paid,Annual,2023-11-15,2026-11-14,EMP00020,2023-11-15,Active,30,Yes,10.0
ENR1ICUCLCM,EMP00197,PLN7921,Paternity Leave,PL-PLAN-05,Statutory,One-Time,2020-10-03,2021-10-03,EMP00017,2020-10-03,Active,10,No,0.0
ENR0XC55K9E,EMP00197,PLN1303,Casual Leave,CL-PLAN-03,Paid,Annual,2022-12-07,2023-12-07,EMP00036,2022-12-07,Terminated,25,Yes,5.0
ENRYW09QWDS,EMP00197,PLN3580,Maternity Leave,ML-PLAN-04,Unpaid,Annual,2022-11-09,2023-11-09,EMP00004,2022-11-09,Active,21,Yes,
ENRXN76GIJ5,EMP00198,PLN9324,Annual Leave,AL-PLAN-01,Unpaid,One-Time,2020-07-16,2021-07-16,EMP00003,2020-07-16,Terminated,20,Yes,15.0
ENRLPY0ZHIR,EMP00198,PLN2969,Compensatory Off,CO-PLAN-06,Statutory,Monthly,2021-09-27,2024-09-26,EMP00029,2021-09-27,Terminated,10,No,
ENR6KXX1T6L,EMP00199,PLN2181,Annual Leave,INVALID_PLAN_XXX,Paid,Per-Incident,2023-11-06,2023-10-07,EMP00008,2023-11-06,Inactive,12,Yes,15.0
ENRRKYSK0R3,EMP00199,PLN2999,Casual Leave,INVALID_PLAN_XXX,Unpaid,One-Time,2022-02-08,2022-01-09,EMP00049,2022-02-08,Inactive,12,Yes,
ENRXNE29ZZB,EMP00200,PLN4975,Maternity Leave,ML-PLAN-04,Unpaid,One-Time,2022-06-29,2024-06-28,EMP00031,2022-06-29,Inactive,15,Yes,15.0
ENR63VQP2L2,EMP00200,PLN2919,Paternity Leave,PL-PLAN-05,Statutory,Annual,2023-09-01,2025-08-31,EMP00025,2023-09-01,Pending,21,Yes,10.0
ENRIBOXXL2N,EMP00200,PLN5625,Bereavement Leave,BL-PLAN-08,Paid,Per-Incident,2021-04-06,2023-04-06,EMP00036,2021-04-06,Pending,12,Yes,
ENR7IZITBB0,EMP00201,,Compensatory Off,CO-PLAN-06,Statutory,Per-Incident,2022-11-09,2025-11-08,EMP00011,2035-01-01,Inactive,12,Yes,10.0
ENRXKULD1EA,EMP00201,,Maternity Leave,ML-PLAN-04,Statutory,Annual,2021-09-05,2024-09-04,EMP00029,2035-01-01,Active,15,Yes,5.0
ENRTVTUF1YN,EMP00201,,Bereavement Leave,BL-PLAN-08,Paid,Per-Incident,2021-12-08,2023-12-08,EMP00022,2035-01-01,Inactive,10,Yes,
ENRRE7UUEAG,EMP00201,,Unpaid Leave,UL-PLAN-07,Paid,Per-Incident,2022-04-26,2024-04-25,EMP00048,2035-01-01,Pending,10,No,
ENRBWMF4K11,EMP00202,PLN9220,Maternity Leave,ML-PLAN-04,Statutory,One-Time,2023-05-15,2024-05-14,EMP00043,2023-05-15,Active,21,Yes,10.0
ENRNUSPEODR,EMP00202,PLN5408,Paternity Leave,PL-PLAN-05,Statutory,One-Time,2022-08-26,2025-08-25,EMP00035,2022-08-26,Active,10,Yes,15.0
ENRX0Z66W35,EMP00202,PLN6518,Bereavement Leave,BL-PLAN-08,Unpaid,Monthly,2020-05-24,2021-05-24,EMP00041,2020-05-24,Inactive,10,Yes,0.0
ENRQR011B22,EMP00202,PLN3132,Casual Leave,CL-PLAN-03,Unpaid,Per-Incident,2023-09-16,2026-09-15,EMP00037,2023-09-16,Terminated,30,Yes,10.0
ENR1F4U8C04,EMP00203,PLN9183,Sick Leave,SL-PLAN-02,Paid,Per-Incident,2022-12-11,2024-12-10,EMP00006,2022-12-11,Pending,10,Yes,0.0
ENRBWYJBF2I,EMP00203,PLN5944,Paternity Leave,PL-PLAN-05,Unpaid,Monthly,2021-05-12,2024-05-11,EMP00041,2021-05-12,Terminated,10,Yes,10.0
ENR2I1H1OWL,EMP00203,PLN1508,Casual Leave,CL-PLAN-03,Paid,Monthly,2023-07-10,2025-07-09,EMP00036,2023-07-10,Terminated,15,Yes,0.0
ENRXJUVOSOV,EMP00204,PLN3547,Compensatory Off,CO-PLAN-06,Paid,Monthly,2023-04-26,2024-04-25,EMP00032,2023-04-26,Active,10,Yes,5.0
ENRGIHYUBAW,EMP00204,PLN1635,Sick Leave,SL-PLAN-02,Unpaid,One-Time,2023-07-27,2025-07-26,EMP00018,2023-07-27,Inactive,12,No,5.0
ENRP63ZB9ER,EMP00204,PLN1374,Bereavement Leave,BL-PLAN-08,Statutory,One-Time,2022-02-10,2024-02-10,EMP00031,2022-02-10,Active,20,No,5.0
ENRU0CRIZAI,EMP00204,PLN3211,Casual Leave,CL-PLAN-03,Statutory,Monthly,2021-03-15,2023-03-15,EMP00009,2021-03-15,Pending,21,Yes,
ENRA71UVZIP,EMP00205,PLN4160,Paternity Leave,PL-PLAN-05,Statutory,One-Time,NOT-A-DATE,2024-10-10,EMP00042,2021-10-11,Pending,25,No,
ENRPMBGI8H0,EMP00205,PLN3220,Casual Leave,CL-PLAN-03,Unpaid,Annual,NOT-A-DATE,2021-03-25,EMP00005,2020-03-25,Active,12,No,
ENR3CBUAC3P,EMP00206,PLN6240,Unpaid Leave,UL-PLAN-07,Paid,Annual,2021-02-13,2023-02-13,EMP00045,2021-02-13,Pending,10,No,0.0
ENRVQD1UXRV,EMP00206,PLN5851,Annual Leave,AL-PLAN-01,Unpaid,Monthly,2020-11-17,2022-11-17,EMP00005,2020-11-17,Active,20,Yes,15.0
ENRXELYOFC8,EMP00207,PLN5499,Sick Leave,SL-PLAN-02,Unpaid,Annual,2023-02-28,2026-02-27,EMP00025,2023-02-28,Active,21,Yes,5.0
ENR7HR5TEVV,EMP00207,PLN5020,Casual Leave,CL-PLAN-03,Paid,One-Time,2021-01-23,2024-01-23,EMP00037,2021-01-23,Pending,10,Yes,15.0
ENRGO2DNW5V,EMP00208,PLN2879,Bereavement Leave,BL-PLAN-08,Statutory,One-Time,2022-06-25,2024-06-24,EMP00033,2022-06-25,Pending,12,Yes,0.0
ENROEFW8ADI,EMP00208,PLN1135,Maternity Leave,ML-PLAN-04,Statutory,Monthly,2020-05-16,2023-05-16,EMP00023,2020-05-16,Terminated,18,Yes,5.0
ENRJAEM043K,EMP00209,,Sick Leave,SL-PLAN-02,Statutory,One-Time,2021-06-10,2023-06-10,EMP00045,2021-06-10,Terminated,25,Yes,5.0
ENRMFDZV7IH,EMP00209,,Paternity Leave,PL-PLAN-05,Statutory,Annual,2022-03-30,2024-03-29,EMP00026,2022-03-30,Inactive,20,Yes,10.0
ENR4FB71PMJ,EMP00209,,Bereavement Leave,BL-PLAN-08,Unpaid,Monthly,2021-06-02,2022-06-02,EMP00040,2021-06-02,Active,30,No,15.0
ENRQVLK6GHM,EMP00210,PLN6049,Annual Leave,AL-PLAN-01,Unpaid,Annual,2023-01-15,2025-01-14,EMP00021,2023-01-15,Pending,25,Yes,0.0
ENRFKLF1IVW,EMP00210,PLN4839,Compensatory Off,CO-PLAN-06,Paid,Per-Incident,2020-02-04,2021-02-03,EMP00035,2020-02-04,Inactive,10,Yes,15.0
ENRIO1KYDJ4,EMP00210,PLN6703,Sick Leave,SL-PLAN-02,Paid,Monthly,2022-07-10,2025-07-09,EMP00009,2022-07-10,Terminated,21,Yes,10.0
ENRFR39U1II,EMP00210,PLN8526,Casual Leave,CL-PLAN-03,Statutory,One-Time,2021-04-28,2022-04-28,EMP00001,2021-04-28,Terminated,18,No,10.0
ENR1IGOLX2V,,PLN8226,Maternity Leave,ML-PLAN-04,Paid,Per-Incident,2021-09-13,2022-09-13,EMP00030,2021-09-13,Terminated,-5,Yes,5.0
ENRY26Q123E,,PLN7859,Bereavement Leave,BL-PLAN-08,Statutory,Annual,2021-10-21,2023-10-21,EMP00041,2021-10-21,Pending,-5,Yes,5.0
ENRYJ8TQXWR,,PLN5793,Casual Leave,CL-PLAN-03,Unpaid,Annual,2023-03-13,2025-03-12,EMP00012,2023-03-13,Pending,-5,Yes,5.0
ENRNNEP3Q2J,,PLN4254,Sick Leave,SL-PLAN-02,Statutory,Monthly,2022-01-26,2024-01-26,EMP00037,2022-01-26,Active,-5,Yes,
ENRUW3CHOWL,EMP00212,PLN9895,Bereavement Leave,BL-PLAN-08,Unpaid,Monthly,2022-02-27,2023-02-27,EMP00049,2022-02-27,Terminated,25,Yes,
ENRRTFGJQG1,EMP00212,PLN5924,Casual Leave,CL-PLAN-03,Statutory,Monthly,2023-11-05,2024-11-04,EMP00033,2023-11-05,Active,30,Yes,5.0
ENRYBGVO10D,EMP00213,PLN6003,Bereavement Leave,BL-PLAN-08,Unpaid,One-Time,2020-10-10,2022-10-10,EMP00045,2020-10-10,Terminated,15,Yes,10.0
ENRJDP1KXZ1,EMP00213,PLN9552,Compensatory Off,CO-PLAN-06,Paid,Per-Incident,2022-07-15,2024-07-14,EMP00024,2022-07-15,Terminated,10,Yes,
ENR994IJOQ5,EMP00213,PLN3313,Annual Leave,AL-PLAN-01,Statutory,Per-Incident,2020-03-31,2023-03-31,EMP00039,2020-03-31,Inactive,12,Yes,15.0
ENROVPKK6OQ,EMP00213,PLN3872,Paternity Leave,PL-PLAN-05,Paid,One-Time,2022-06-10,2023-06-10,EMP00045,2022-06-10,Inactive,18,Yes,10.0
ENR9JLEIXEQ,EMP00214,PLN4971,Casual Leave,CL-PLAN-03,Paid,Annual,2020-01-02,2022-01-01,EMP00009,2020-01-02,Terminated,30,Yes,0.0
ENRRGLAE0M9,EMP00214,PLN3759,Paternity Leave,PL-PLAN-05,Statutory,Per-Incident,2022-12-07,2025-12-06,EMP00025,2022-12-07,Pending,15,Yes,15.0
ENRMHM6HY2B,EMP00214,PLN5149,Annual Leave,AL-PLAN-01,Statutory,Monthly,2022-03-03,2023-03-03,EMP00026,2022-03-03,Pending,21,No,15.0
ENR7IVAF3AO,EMP00214,PLN5631,Compensatory Off,CO-PLAN-06,Paid,Per-Incident,2020-10-26,2021-10-26,EMP00034,2020-10-26,Inactive,30,Yes,15.0
ENRG8E8BGZ2,EMP00215,PLN8492,Bereavement Leave,BL-PLAN-08,Unpaid,Annual,2020-02-02,2022-02-01,EMP00031,2020-02-02,Pending,18,Yes,15.0
ENR66WEXWEI,EMP00215,PLN4101,Annual Leave,AL-PLAN-01,Statutory,Monthly,2020-05-17,2021-05-17,EMP00039,2020-05-17,Active,20,No,0.0
ENR1Q3OTIV7,EMP00215,PLN9082,Sick Leave,SL-PLAN-02,Unpaid,Per-Incident,2022-05-29,2024-05-28,EMP00006,2022-05-29,Terminated,30,Yes,0.0
ENRQCHQQW0F,EMP00216,PLN5257,Casual Leave,CL-PLAN-03,Paid,One-Time,2021-08-12,2024-08-11,EMP00007,2021-08-12,Active,20,No,15.0
ENR06MX2XQC,EMP00216,PLN6746,Bereavement Leave,BL-PLAN-08,Paid,Monthly,2023-03-17,2026-03-16,EMP00024,2023-03-17,Inactive,20,Yes,0.0
ENRS2S8ZN16,EMP00216,PLN3371,Maternity Leave,ML-PLAN-04,Paid,Per-Incident,2023-11-06,2025-11-05,EMP00010,2023-11-06,Inactive,21,Yes,10.0
ENR8N2OQEBO,EMP00217,,Compensatory Off,CO-PLAN-06,Paid,Annual,NOT-A-DATE,2021-11-10,EMP00046,2021-12-10,Terminated,15,Yes,
ENRFY595O2Q,EMP00217,,Sick Leave,SL-PLAN-02,Unpaid,One-Time,NOT-A-DATE,2020-09-30,EMP00043,2020-10-30,Terminated,10,Yes,
ENR1LLLQ842,EMP00218,PLN5951,Maternity Leave,ML-PLAN-04,Paid,Monthly,2020-01-30,2021-01-29,EMP00046,2020-01-30,Active,21,Yes,5.0
ENRUG48JUW1,EMP00218,PLN6884,Unpaid Leave,UL-PLAN-07,Statutory,Per-Incident,2022-11-22,2024-11-21,EMP00022,2022-11-22,Terminated,20,Yes,10.0
ENRM1KPQ2XJ,EMP00218,PLN4651,Casual Leave,CL-PLAN-03,Unpaid,Monthly,2023-06-02,2026-06-01,EMP00036,2023-06-02,Inactive,25,No,15.0
ENR9IZALTSO,EMP00218,PLN3027,Annual Leave,AL-PLAN-01,Unpaid,Monthly,2020-09-27,2022-09-27,EMP00035,2020-09-27,Pending,15,Yes,15.0
ENR6U87I7TK,EMP00219,PLN3317,Maternity Leave,ML-PLAN-04,Unpaid,Per-Incident,2020-02-09,2023-02-08,EMP00029,2020-02-09,Terminated,10,Yes,10.0
ENRUM4JU778,EMP00219,PLN3486,Annual Leave,AL-PLAN-01,Paid,Monthly,2021-09-12,2023-09-12,EMP00037,2021-09-12,Terminated,20,Yes,15.0
ENRXIQX5V4T,EMP00219,PLN5401,Unpaid Leave,UL-PLAN-07,Unpaid,Monthly,2021-09-29,2022-09-29,EMP00020,2021-09-29,Active,30,No,5.0
ENRAYQPPXTU,EMP00220,PLN2649,Annual Leave,AL-PLAN-01,Paid,Per-Incident,2020-07-22,2023-07-22,EMP00026,2020-07-22,Pending,30,Yes,0.0
ENR4IGIYM3J,EMP00220,PLN7175,Sick Leave,SL-PLAN-02,Paid,Annual,2020-02-13,2022-02-12,EMP00032,2020-02-13,Inactive,30,Yes,5.0
ENRHRH57UYU,EMP00220,PLN5604,Bereavement Leave,BL-PLAN-08,Paid,One-Time,2021-04-18,2023-04-18,EMP00008,2021-04-18,Terminated,20,No,10.0
ENRZ7BP71S2,EMP00220,PLN7821,Maternity Leave,ML-PLAN-04,Unpaid,Per-Incident,2023-12-27,2025-12-26,EMP00011,2023-12-27,Terminated,12,Yes,15.0
ENRU25ONEWO,EMP00221,PLN5208,Maternity Leave,INVALID_PLAN_XXX,Unpaid,Monthly,2021-01-31,2022-01-31,EMP00028,2021-01-31,Inactive,18,Yes,5.0
ENRCHR1Y8L6,EMP00221,PLN1600,Annual Leave,INVALID_PLAN_XXX,Paid,Annual,2022-03-12,2025-03-11,EMP00048,2022-03-12,Inactive,10,Yes,0.0
ENRWWMCMH4G,EMP00222,PLN4740,Bereavement Leave,BL-PLAN-08,Statutory,One-Time,2022-04-07,2024-04-06,EMP00011,2022-04-07,Pending,21,No,15.0
ENRT0QMEE4N,EMP00222,PLN3334,Sick Leave,SL-PLAN-02,Unpaid,One-Time,2020-05-24,2022-05-24,EMP00010,2020-05-24,Pending,18,Yes,0.0
ENRP09TOOLY,EMP00222,PLN1265,Compensatory Off,CO-PLAN-06,Unpaid,Annual,2022-09-06,2025-09-05,EMP00015,2022-09-06,Terminated,12,Yes,10.0
ENRIUOW1B07,EMP00223,PLN7726,Compensatory Off,CO-PLAN-06,Statutory,Per-Incident,2023-11-14,2024-11-13,EMP00024,2023-11-14,Terminated,12,Yes,
ENR5FPQ4X86,EMP00223,PLN7441,Annual Leave,AL-PLAN-01,Paid,Monthly,2022-04-17,2024-04-16,EMP00026,2022-04-17,Inactive,30,Yes,
ENRQ6VRJY9Z,EMP00224,PLN8360,Annual Leave,AL-PLAN-01,Unpaid,Per-Incident,2020-07-29,2021-07-29,EMP00016,2020-07-29,Active,25,Yes,10.0
ENRW32SC46M,EMP00224,PLN3388,Casual Leave,CL-PLAN-03,Unpaid,Annual,2021-11-19,2023-11-19,EMP00024,2021-11-19,Active,25,Yes,0.0
ENRM4OQLJHD,EMP00224,PLN1464,Paternity Leave,PL-PLAN-05,Unpaid,One-Time,2020-01-04,2021-01-03,EMP00017,2020-01-04,Pending,15,Yes,5.0
ENR4GAISD17,EMP00224,PLN1521,Unpaid Leave,UL-PLAN-07,Statutory,Monthly,2021-07-18,2024-07-17,EMP00025,2021-07-18,Active,18,Yes,5.0
ENRUGBUX835,EMP00225,,Paternity Leave,PL-PLAN-05,Unpaid,Annual,2021-06-02,2022-06-02,EMP00030,2021-06-02,Active,20,Yes,5.0
ENRT54HDD4V,EMP00225,,Casual Leave,CL-PLAN-03,Paid,Annual,2022-05-07,2024-05-06,EMP00031,2022-05-07,Terminated,10,Yes,5.0
ENR6STXKBRF,EMP00226,PLN4048,Compensatory Off,CO-PLAN-06,Unpaid,Annual,2020-11-26,2023-11-26,EMP00042,2020-11-26,Pending,21,Yes,10.0
ENR60WE0CJ6,EMP00226,PLN4076,Casual Leave,CL-PLAN-03,Statutory,Annual,2021-04-09,2022-04-09,EMP00012,2021-04-09,Terminated,20,Yes,
ENRLU3AEV84,EMP00227,PLN1772,Annual Leave,AL-PLAN-01,Paid,Monthly,2020-09-13,2021-09-13,EMP00008,2020-09-13,Active,20,Yes,
ENRCYZYM262,EMP00227,PLN8383,Unpaid Leave,UL-PLAN-07,Unpaid,Per-Incident,2022-02-16,2023-02-16,EMP00007,2022-02-16,Pending,12,Yes,10.0
ENR7GW9HVFM,EMP00227,PLN6287,Bereavement Leave,BL-PLAN-08,Unpaid,Monthly,2023-01-10,2026-01-09,EMP00025,2023-01-10,Inactive,21,Yes,15.0
ENRYJ18YN7E,EMP00227,PLN6004,Sick Leave,SL-PLAN-02,Unpaid,Annual,2021-05-21,2022-05-21,EMP00004,2021-05-21,Terminated,20,Yes,5.0
ENR41XCVAU4,EMP00228,PLN4244,Bereavement Leave,BL-PLAN-08,Unpaid,Annual,2021-08-11,2024-08-10,EMP00015,2021-08-11,Pending,30,Yes,15.0
ENR6B4G98GY,EMP00228,PLN4462,Casual Leave,CL-PLAN-03,Paid,Per-Incident,2023-11-20,2025-11-19,EMP00012,2023-11-20,Terminated,20,No,
ENRWGWWKRQY,EMP00228,PLN2832,Annual Leave,AL-PLAN-01,Paid,Annual,2023-11-23,2024-11-22,EMP00025,2023-11-23,Pending,30,Yes,0.0
ENRZZBSDUO9,EMP00228,PLN1980,Paternity Leave,PL-PLAN-05,Unpaid,One-Time,2022-05-14,2025-05-13,EMP00002,2022-05-14,Pending,20,Yes,15.0
ENRFDR61PN3,EMP00229,PLN8868,Casual Leave,CL-PLAN-03,Unpaid,Per-Incident,NOT-A-DATE,2023-02-28,EMP00010,2020-02-29,Pending,25,Yes,
ENRBF3CITQL,EMP00229,PLN6816,Annual Leave,AL-PLAN-01,Unpaid,One-Time,NOT-A-DATE,2024-04-07,EMP00010,2022-04-08,Inactive,15,No,5.0
ENRS5KQ1XYI,EMP00229,PLN7905,Compensatory Off,CO-PLAN-06,Unpaid,One-Time,NOT-A-DATE,2023-10-14,EMP00004,2021-10-14,Active,30,Yes,
ENRKJRYG4XT,EMP00229,PLN5382,Paternity Leave,PL-PLAN-05,Paid,Monthly,NOT-A-DATE,2022-06-25,EMP00030,2021-06-25,Inactive,21,Yes,5.0
ENR4OQND3G7,EMP00230,PLN2297,Paternity Leave,PL-PLAN-05,Statutory,Annual,2023-04-05,2024-04-04,EMP00031,2023-04-05,Active,21,Yes,15.0
ENRDEYXB0EM,EMP00230,PLN7531,Bereavement Leave,BL-PLAN-08,Paid,Annual,2022-04-16,2023-04-16,EMP00003,2022-04-16,Inactive,25,Yes,
ENR7KYPRC9Z,EMP00230,PLN1005,Compensatory Off,CO-PLAN-06,Unpaid,Annual,2022-09-07,2024-09-06,EMP00001,2022-09-07,Pending,21,Yes,5.0
ENRB0ZWZPZH,EMP00230,PLN7733,Maternity Leave,ML-PLAN-04,Unpaid,One-Time,2020-10-11,2022-10-11,EMP00036,2020-10-11,Active,10,Yes,5.0
ENRG3ND0YN2,EMP00231,PLN6323,Maternity Leave,ML-PLAN-04,Paid,Monthly,2020-05-07,2023-05-07,EMP00011,2020-05-07,Inactive,21,Yes,
ENRO3XXQGVA,EMP00231,PLN8693,Paternity Leave,PL-PLAN-05,Statutory,Annual,2022-05-19,2023-05-19,EMP00042,2022-05-19,Inactive,12,Yes,0.0
ENRK3E97O7I,EMP00232,PLN5433,Sick Leave,SL-PLAN-02,Unpaid,Monthly,2022-01-29,2024-01-29,EMP00032,2022-01-29,Terminated,18,Yes,5.0
ENR818ICXVB,EMP00232,PLN9686,Paternity Leave,PL-PLAN-05,Statutory,Monthly,2020-11-15,2022-11-15,EMP00046,2020-11-15,Terminated,25,Yes,0.0
ENRZAJ3UW27,EMP00233,,Bereavement Leave,BL-PLAN-08,Paid,Annual,2021-02-07,2022-02-07,EMP00041,2021-02-07,Inactive,30,Yes,0.0
ENRMSAR35BI,EMP00233,,Unpaid Leave,UL-PLAN-07,Unpaid,Per-Incident,2023-08-17,2025-08-16,EMP00030,2023-08-17,Active,20,No,0.0
ENRLO0MLNRT,EMP00234,PLN8626,Bereavement Leave,BL-PLAN-08,Statutory,Monthly,2020-05-19,2022-05-19,EMP00023,2020-05-19,Pending,10,Yes,5.0
ENRI8U0T8XZ,EMP00234,PLN5493,Compensatory Off,CO-PLAN-06,Statutory,Per-Incident,2023-04-23,2026-04-22,EMP00033,2023-04-23,Inactive,18,Yes,10.0
ENRON0A7VY4,EMP00234,PLN4324,Sick Leave,SL-PLAN-02,Paid,Annual,2022-06-15,2025-06-14,EMP00006,2022-06-15,Inactive,12,Yes,5.0
ENRIRA0IMMR,EMP00235,PLN1503,Unpaid Leave,UL-PLAN-07,Statutory,Monthly,2023-11-01,2023-10-02,EMP00039,2023-11-01,Terminated,12,No,15.0
ENRVPNUDFEQ,EMP00235,PLN2658,Compensatory Off,CO-PLAN-06,Statutory,Monthly,2020-05-05,2020-04-05,EMP00022,2020-05-05,Terminated,12,Yes,5.0
ENRXL6W43SD,EMP00235,PLN2713,Annual Leave,AL-PLAN-01,Statutory,Annual,2020-08-08,2020-07-09,EMP00020,2020-08-08,Active,21,No,
ENRAOZBJAYP,EMP00235,PLN9275,Bereavement Leave,BL-PLAN-08,Statutory,One-Time,2022-07-22,2022-06-22,EMP00048,2022-07-22,Inactive,30,Yes,
ENR6WUJV3WC,EMP00236,PLN5365,Bereavement Leave,BL-PLAN-08,Paid,Annual,2020-02-25,2021-02-24,EMP00025,2020-02-25,Inactive,30,No,0.0
ENRHMWJ9BFC,EMP00236,PLN2643,Unpaid Leave,UL-PLAN-07,Statutory,Annual,2021-10-18,2024-10-17,EMP00048,2021-10-18,Inactive,21,Yes,15.0
ENRFBTJO6QU,EMP00236,PLN2528,Casual Leave,CL-PLAN-03,Statutory,Monthly,2022-11-25,2025-11-24,EMP00022,2022-11-25,Inactive,25,Yes,10.0
ENR2T9OVFVF,EMP00237,PLN1225,Bereavement Leave,BL-PLAN-08,Statutory,Monthly,2020-12-17,2022-12-17,EMP00017,2020-12-17,Inactive,18,Yes,
ENRJICFYRVD,EMP00237,PLN2547,Casual Leave,CL-PLAN-03,Unpaid,Annual,2021-12-07,2023-12-07,EMP00001,2021-12-07,Inactive,25,Yes,15.0
ENRRWX89ETC,EMP00237,PLN1686,Unpaid Leave,UL-PLAN-07,Paid,Per-Incident,2022-03-03,2024-03-02,EMP00005,2022-03-03,Terminated,21,Yes,0.0
